,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
187,ME,39.0,area_code_408,no,no,0.0,154.1,104.0,26.2,204.2,112.0,17.36,196.2,92,8.83,9.8,4.0,2.65,2.0,no
188,GA,143.0,area_code_408,no,yes,33.0,239.2,109.0,40.66,235.5,112.0,20.02,156.3,95,7.03,9.5,4.0,2.57,1.0,no
189,UT,,area_code_415,no,no,,,,,,,,,128,,,,,,no
190,WA,56.0,area_code_408,no,no,0.0,210.4,80.0,35.77,176.6,96.0,15.01,149.7,56,6.74,15.5,4.0,4.19,1.0,no
191,MA,58.0,area_code_408,no,no,-6.0,174.4,112.0,29.65,265.8,122.0,22.59,182.4,87,8.21,0.0,0.0,0.0,4.0,no
192,CO,118.0,area_code_415,no,yes,36.0,294.9,106.0,50.13,165.7,115.0,14.08,189.2,63,8.51,9.8,5.0,2.65,3.0,no
193,NV,143.0,area_code_408,no,no,0.0,155.5,101.0,26.44,213.4,89.0,18.14,237.9,61,10.71,7.6,11.0,2.05,1.0,no
194,IN,78.0,area_code_415,no,no,0.0,2022.4,119.0,35.51,1184.4,132.0,21.45,280.2,120,12.61,12.8,7.0,3.46,0.0,no
195,VA,34.0,area_code_415,no,no,0.0,151.0,102.0,25.67,131.4,101.0,11.17,186.6,86,8.4,9.9,7.0,2.67,0.0,no
196,ID,166.0,area_code_415,no,no,0.0,220.7,106.0,37.52,177.8,118.0,15.11,206.1,102,9.27,12.4,9.0,3.35,1.0,no
197,NV,93.0,area_code_408,no,no,0.0,114.3,100.0,19.43,221.1,103.0,18.79,126.3,88,5.68,10.9,9.0,2.94,0.0,no
198,IN,46.0,area_code_415,no,yes,34.0,191.4,102.0,32.54,361.8,96.0,30.75,147.5,132,6.64,7.2,2.0,1.94,1.0,no
199,WA,118.0,area_code_510,no,no,0.0,113.0,80.0,19.21,150.1,87.0,12.76,204.3,115,9.19,10.8,4.0,2.92,2.0,no
200,WI,80.0,area_code_415,no,no,0.0,239.9,121.0,40.78,142.3,51.0,12.1,364.3,106,16.39,9.3,,2.51,1.0,no
201,DC,123.0,area_code_408,no,yes,28.0,2075.6,105.0,21.2,1182.4,78.0,21.28,216.4,128,9.74,7.8,8.0,2.11,1.0,no
202,AZ,100.0,area_code_415,no,no,0.0,131.1,108.0,22.29,176.2,81.0,14.98,89.7,81,4.04,4.3,4.0,1.16,1.0,no
203,AZ,,area_code_415,no,yes,33.0,137.8,95.0,23.43,235.5,128.0,20.02,268.1,70,12.06,11.0,6.0,2.97,2.0,no
204,WV,84.0,area_code_408,no,no,0.0,1950.3,133.0,24.96,1103.7,73.0,14.59,234.5,69,10.55,9.9,3.0,2.67,1.0,no
205,RI,180.0,area_code_415,no,no,0.0,143.3,134.0,24.36,180.5,113.0,15.34,184.2,87,8.29,10.1,4.0,2.73,1.0,no
206,IL,79.0,area_code_408,yes,no,0.0,103.5,134.0,17.6,319.3,111.0,27.14,239.9,124,10.8,8.4,4.0,2.27,2.0,no
207,NC,,area_code_510,no,no,0.0,214.4,94.0,36.45,138.0,149.0,11.73,148.7,102,6.69,9.9,1.0,2.67,2.0,no
208,GA,50.0,area_code_408,no,yes,24.0,2034.8,129.0,36.43,1221.8,55.0,24.63,312.5,130,14.06,10.6,4.0,2.86,1.0,no
209,MN,,area_code_408,no,no,,,,,,,,,145,,,,,,no
210,WI,70.0,area_code_415,no,no,-10.0,156.4,108.0,26.59,171.0,116.0,14.54,196.1,96,8.82,8.6,4.0,2.32,2.0,no
211,NC,73.0,area_code_415,no,yes,31.0,1997.1,104.0,33.05,1108.0,84.0,14.96,230.1,110,10.35,11.5,3.0,3.11,0.0,no
212,NJ,147.0,area_code_415,no,yes,36.0,2053.3,78.0,43.21,1160.1,105.0,19.39,98.0,125,4.41,13.8,7.0,3.73,5.0,no
213,NM,,area_code_415,no,no,,,,,,,,,92,,,,,,no
214,WI,105.0,area_code_415,no,yes,34.0,218.5,61.0,37.15,196.7,74.0,16.72,151.1,103,6.8,9.9,4.0,2.67,2.0,no
215,ID,,area_code_408,no,no,0.0,190.4,102.0,32.37,158.1,107.0,13.44,271.5,92,12.22,11.2,4.0,3.02,2.0,no
216,TX,,area_code_415,no,yes,31.0,263.1,70.0,44.73,279.3,118.0,23.74,127.1,143,5.72,9.7,4.0,2.62,5.0,no
217,ND,84.0,area_code_408,no,yes,38.0,193.0,106.0,32.81,153.6,106.0,13.06,260.4,87,11.72,7.4,5.0,2.0,2.0,no
218,OR,97.0,area_code_415,no,no,0.0,146.0,121.0,24.82,203.0,141.0,17.26,151.8,120,6.83,13.3,2.0,3.59,1.0,no
219,NC,129.0,area_code_415,no,no,0.0,2005.6,131.0,9.3,1188.1,105.0,21.77,176.6,135,7.95,11.1,4.0,3.0,1.0,no
220,OK,,area_code_415,no,yes,,,,,,,,,98,,,,,,no
221,MD,67.0,area_code_415,no,no,0.0,171.7,80.0,29.19,110.4,81.0,9.38,195.4,111,8.79,11.9,4.0,3.21,2.0,no
222,ND,,area_code_415,no,no,0.0,217.7,118.0,37.01,231.7,128.0,19.69,185.3,128,8.34,0.0,0.0,0.0,3.0,no
223,AL,93.0,area_code_408,no,no,0.0,267.9,114.0,45.54,223.0,74.0,18.96,262.7,90,11.82,11.3,3.0,3.05,3.0,yes
224,FL,166.0,area_code_510,yes,no,0.0,47.7,89.0,8.11,264.4,95.0,22.47,235.2,97,10.58,13.2,3.0,3.56,0.0,yes
225,GA,160.0,area_code_415,no,yes,29.0,164.6,121.0,27.98,262.8,108.0,22.34,123.8,131,5.57,15.2,,4.1,1.0,no
226,RI,85.0,area_code_415,yes,no,0.0,2027.1,97.0,33.52,1143.7,115.0,17.99,210.1,133,9.45,8.3,4.0,2.24,4.0,no
227,WI,62.0,area_code_415,no,no,0.0,86.3,84.0,14.67,238.7,99.0,20.29,238.4,79,10.73,12.5,1.0,3.38,2.0,no
228,AR,89.0,area_code_415,no,yes,25.0,215.1,140.0,36.57,197.4,69.0,16.78,162.1,117,7.29,10.6,10.0,2.86,1.0,no
229,MI,134.0,area_code_415,no,yes,41.0,162.0,82.0,27.54,324.7,77.0,27.6,160.1,112,7.2,11.9,5.0,3.21,0.0,no
230,CA,,area_code_408,no,no,0.0,139.6,92.0,23.73,250.2,115.0,21.27,158.1,79,7.11,10.8,4.0,2.92,1.0,no
231,NH,97.0,area_code_408,no,yes,32.0,2102.8,87.0,15.3,1208.3,113.0,23.49,185.2,107,8.33,8.6,6.0,2.32,2.0,yes
232,KS,107.0,area_code_415,no,no,0.0,260.5,108.0,44.29,102.4,110.0,8.7,129.7,148,5.84,9.8,5.0,2.65,1.0,no
233,TX,92.0,area_code_510,no,no,0.0,139.8,98.0,23.77,174.9,143.0,14.87,201.6,135,9.07,9.4,7.0,2.54,2.0,no
234,CT,100.0,area_code_415,no,yes,38.0,177.1,88.0,30.11,163.7,108.0,13.91,242.7,72,10.92,7.4,2.0,2.0,0.0,no
235,VA,141.0,area_code_415,no,no,0.0,217.1,110.0,36.91,241.5,111.0,20.53,253.5,103,11.41,12.0,6.0,3.24,0.0,no
236,NH,110.0,area_code_408,no,no,0.0,2113.9,81.0,27.54,1179.5,89.0,21.04,155.5,99,7.0,8.9,8.0,2.4,0.0,no
237,AL,106.0,area_code_415,no,no,-9.0,223.0,121.0,37.91,110.1,98.0,9.36,188.7,107,8.49,7.1,12.0,1.92,0.0,no
238,OH,65.0,area_code_408,no,no,0.0,187.9,116.0,31.94,157.6,117.0,13.4,227.3,86,10.23,7.5,6.0,2.03,1.0,no
239,CA,82.0,area_code_415,no,no,0.0,199.3,112.0,33.88,193.4,120.0,16.44,254.4,117,11.45,7.0,10.0,1.89,0.0,no
240,CT,123.0,area_code_415,no,no,0.0,128.7,126.0,21.88,117.6,94.0,10.0,198.4,132,8.93,10.8,5.0,2.92,0.0,no
241,AK,74.0,area_code_415,no,no,0.0,262.3,114.0,44.59,,96.0,16.91,165.9,90,7.47,6.6,5.0,1.78,3.0,no
242,IN,115.0,area_code_415,no,no,0.0,226.4,101.0,38.49,276.8,60.0,23.53,213.4,82,9.6,12.3,4.0,3.32,3.0,yes
243,AZ,,area_code_415,no,yes,31.0,194.9,63.0,33.13,191.6,90.0,16.29,153.0,129,6.89,13.2,2.0,3.56,2.0,no
244,IA,81.0,area_code_510,no,no,0.0,203.5,89.0,34.6,289.6,69.0,24.62,212.9,71,9.58,8.7,3.0,2.35,3.0,no
245,NY,122.0,area_code_415,no,no,0.0,2135.5,110.0,29.51,1023.7,84.0,7.79,211.7,103,9.53,9.7,7.0,2.62,3.0,no
246,TN,59.0,area_code_415,no,no,0.0,160.9,95.0,27.35,251.2,65.0,21.35,273.4,97,12.3,5.0,5.0,1.35,3.0,no
247,MN,163.0,area_code_408,no,yes,22.0,215.1,91.0,36.57,138.9,102.0,11.81,146.2,109,6.58,12.4,2.0,3.35,2.0,no
248,IN,65.0,area_code_408,no,no,0.0,207.7,109.0,35.31,217.5,117.0,18.49,125.6,111,5.65,8.0,5.0,2.16,1.0,no
249,SD,145.0,area_code_408,no,yes,24.0,147.5,90.0,25.08,175.7,108.0,14.93,252.1,102,11.34,15.6,3.0,4.21,2.0,no
250,SD,,area_code_415,no,no,0.0,63.7,101.0,10.83,195.8,95.0,16.64,210.1,87,9.45,10.0,6.0,2.7,1.0,no
251,DC,45.0,area_code_415,no,no,0.0,96.1,103.0,16.34,246.8,134.0,20.98,229.7,92,10.34,9.7,4.0,2.62,1.0,no
252,MA,127.0,area_code_408,yes,no,0.0,176.9,110.0,30.07,167.9,100.0,14.27,182.2,138,8.2,7.7,2.0,2.08,1.0,yes
253,NJ,128.0,area_code_415,no,no,0.0,237.9,125.0,40.44,247.6,93.0,21.05,208.9,68,9.4,13.9,4.0,3.75,1.0,yes
254,NY,98.0,area_code_408,no,no,0.0,171.7,99.0,29.19,174.8,87.0,14.86,189.6,130,8.53,7.8,6.0,2.11,1.0,no
255,MI,127.0,area_code_510,no,yes,25.0,203.8,118.0,34.65,267.1,48.0,22.7,225.1,105,10.13,7.3,5.0,1.97,0.0,no
256,WV,113.0,area_code_415,no,no,0.0,61.2,111.0,10.4,92.3,88.0,7.85,197.4,114,8.88,13.7,3.0,3.7,5.0,yes
257,MT,143.0,area_code_408,no,yes,22.0,141.8,116.0,24.11,167.3,99.0,14.22,178.1,130,8.01,7.8,3.0,2.11,1.0,no
258,NJ,113.0,area_code_408,no,no,0.0,2034.8,72.0,22.46,1179.5,107.0,21.04,246.2,123,11.08,6.9,6.0,1.86,3.0,no
259,TX,,area_code_408,no,no,,,,,,,,,102,,,,,,no
260,AR,115.0,area_code_415,no,no,0.0,139.3,89.0,23.68,192.3,95.0,16.35,151.0,75,6.8,9.3,3.0,2.51,7.0,yes
261,TX,90.0,area_code_415,yes,yes,26.0,169.0,104.0,28.73,188.8,104.0,16.05,213.3,76,9.6,13.3,3.0,3.59,0.0,yes
262,NJ,48.0,area_code_510,no,yes,22.0,152.0,63.0,25.84,258.8,131.0,22.0,263.2,109,11.84,15.7,5.0,4.24,2.0,yes
263,HI,35.0,area_code_415,no,no,0.0,124.2,102.0,21.11,123.9,115.0,10.53,135.7,100,6.11,13.1,8.0,3.54,2.0,no
264,OR,76.0,area_code_415,no,no,0.0,169.5,77.0,28.82,124.0,87.0,10.54,219.4,92,9.87,10.0,3.0,2.7,0.0,no
265,HI,132.0,area_code_415,no,yes,15.0,2079.5,128.0,26.28,1177.6,106.0,20.88,148.6,90,6.69,9.1,4.0,2.46,1.0,no
266,NY,75.0,area_code_415,no,yes,21.0,175.8,97.0,29.89,217.5,106.0,18.49,237.5,134,10.69,5.3,4.0,1.43,5.0,no
267,ME,151.0,area_code_415,no,yes,26.0,2136.1,98.0,33.41,1107.8,111.0,14.94,221.8,124,9.98,13.4,5.0,3.62,0.0,no
268,MN,,area_code_415,no,no,,,,,,,,,87,,,,,,no
269,MT,160.0,area_code_415,no,no,0.0,1942.2,113.0,16.58,1200.1,69.0,22.79,255.3,62,11.49,13.2,4.0,3.56,3.0,no
270,DE,148.0,area_code_415,no,no,0.0,124.4,83.0,21.15,179.7,81.0,15.27,253.0,99,11.39,11.3,6.0,3.05,0.0,no
271,MA,90.0,area_code_408,no,no,0.0,157.9,72.0,26.84,234.0,93.0,19.89,210.0,86,9.45,12.2,5.0,3.29,2.0,no
272,KS,120.0,area_code_510,no,no,0.0,158.0,110.0,26.86,197.0,103.0,16.75,154.9,132,6.97,10.0,5.0,2.7,1.0,no
273,OR,12.0,area_code_415,no,no,0.0,204.6,98.0,34.78,212.5,90.0,18.06,182.1,95,8.19,9.8,7.0,2.65,2.0,no
274,SC,72.0,area_code_415,no,no,0.0,207.8,92.0,35.33,195.7,110.0,16.63,184.8,124,8.32,13.1,4.0,3.54,0.0,no
275,OK,49.0,area_code_415,no,no,0.0,213.8,79.0,36.35,265.1,93.0,22.53,239.8,128,10.79,15.6,7.0,4.21,0.0,no
276,OK,117.0,area_code_415,no,yes,31.0,104.9,115.0,17.83,237.6,125.0,20.2,263.4,104,11.85,7.7,6.0,2.08,3.0,no
277,VA,87.0,area_code_415,no,no,0.0,171.6,119.0,29.17,205.0,107.0,17.43,170.6,114,7.68,13.8,4.0,3.73,0.0,no
278,NM,,area_code_415,no,no,0.0,222.3,101.0,37.79,286.0,111.0,24.31,249.4,117,11.22,12.1,4.0,3.27,1.0,yes
279,WV,125.0,area_code_415,no,no,0.0,206.0,128.0,35.02,198.1,71.0,16.84,135.9,116,6.12,13.2,3.0,3.56,0.0,no
280,VT,,area_code_415,no,yes,42.0,214.3,112.0,36.43,188.2,107.0,16.0,333.5,117,15.01,11.3,10.0,3.05,0.0,no
281,ME,131.0,area_code_510,yes,yes,26.0,292.9,101.0,49.79,199.7,97.0,16.97,255.3,127,11.49,13.8,7.0,3.73,4.0,yes
282,KY,79.0,area_code_415,no,no,0.0,236.8,135.0,40.26,186.4,87.0,15.84,126.9,112,5.71,10.4,5.0,2.81,2.0,no
283,NE,103.0,area_code_408,no,no,0.0,160.8,91.0,27.34,155.8,82.0,13.24,254.3,103,11.44,8.5,3.0,2.3,1.0,no
284,NH,155.0,area_code_408,no,no,0.0,216.7,30.0,36.84,144.3,125.0,12.27,135.3,106,6.09,10.8,1.0,2.92,2.0,no
285,VT,107.0,area_code_510,no,yes,28.0,201.8,79.0,34.31,304.9,128.0,25.92,225.6,133,10.15,11.9,8.0,3.21,1.0,no
286,VT,38.0,area_code_415,no,no,0.0,137.8,86.0,23.43,286.3,76.0,24.34,167.0,77,7.52,14.1,3.0,3.81,2.0,no
287,CT,134.0,area_code_408,no,yes,32.0,80.3,94.0,13.65,199.9,124.0,16.99,170.8,117,7.69,16.6,3.0,4.48,0.0,no
288,MI,132.0,area_code_408,no,no,0.0,291.2,104.0,49.5,234.2,132.0,19.91,191.7,87,8.63,8.9,3.0,2.4,1.0,yes
289,AL,106.0,area_code_408,no,yes,29.0,83.6,131.0,14.21,203.9,131.0,17.33,229.5,73,10.33,8.1,3.0,2.19,1.0,no
290,ID,,area_code_408,no,no,0.0,102.8,128.0,17.48,143.7,95.0,12.21,191.4,97,8.61,10.0,5.0,2.7,1.0,no
291,MT,96.0,area_code_415,no,no,0.0,97.6,98.0,16.59,105.5,118.0,8.97,220.2,105,9.91,11.6,9.0,3.13,1.0,no
292,MO,119.0,area_code_408,no,yes,32.0,142.6,77.0,24.24,208.2,126.0,17.7,171.0,102,7.69,12.0,2.0,3.24,3.0,no
293,DE,138.0,area_code_510,yes,no,0.0,46.5,104.0,7.91,186.0,114.0,15.81,167.5,95,7.54,9.6,4.0,2.59,4.0,yes
294,KY,135.0,area_code_510,no,no,0.0,144.1,115.0,24.5,249.8,68.0,21.23,211.4,82,9.51,13.6,3.0,3.67,1.0,no
295,WY,93.0,area_code_408,no,yes,42.0,2134.0,101.0,28.37,1205.2,84.0,23.22,171.0,106,7.69,11.5,1.0,3.11,1.0,no
296,MS,77.0,area_code_408,no,no,0.0,230.0,87.0,39.1,103.2,138.0,8.77,309.6,136,13.93,11.3,3.0,3.05,2.0,no
297,MN,115.0,area_code_510,yes,no,0.0,122.0,110.0,20.74,220.2,100.0,18.72,179.7,124,8.09,10.8,2.0,2.92,2.0,yes
298,WI,92.0,area_code_415,no,no,0.0,157.7,101.0,26.81,298.6,100.0,25.38,216.9,99,9.76,13.8,3.0,3.73,1.0,no
299,DC,80.0,area_code_408,no,no,0.0,51.5,90.0,8.76,164.0,98.0,13.94,169.4,80,7.62,9.5,4.0,2.57,3.0,no
300,TN,120.0,area_code_415,no,no,0.0,185.7,133.0,31.57,235.1,149.0,19.98,256.4,78,11.54,16.9,6.0,4.56,0.0,no
301,NC,85.0,area_code_510,no,no,0.0,183.4,111.0,31.18,168.8,98.0,14.35,199.7,97,8.99,9.9,4.0,2.67,4.0,no
302,RI,93.0,area_code_415,no,no,0.0,98.4,78.0,16.73,249.6,129.0,21.22,248.2,114,11.17,14.2,4.0,3.83,1.0,no
303,ND,-12.0,area_code_510,yes,no,0.0,216.7,117.0,36.84,116.5,126.0,9.9,220.0,110,9.9,9.8,4.0,2.65,2.0,no
304,IL,131.0,area_code_510,no,no,0.0,263.4,123.0,44.78,151.9,74.0,12.91,218.5,101,9.83,10.7,2.0,2.89,2.0,no
305,CO,105.0,area_code_408,no,no,0.0,270.9,98.0,46.05,226.2,110.0,19.23,178.8,60,8.05,8.8,5.0,2.38,0.0,yes
306,WI,,area_code_415,yes,yes,28.0,126.9,97.0,21.57,166.9,102.0,14.19,145.2,77,6.53,8.8,3.0,2.38,5.0,yes
307,WV,154.0,area_code_408,no,yes,35.0,64.9,76.0,11.03,184.1,91.0,15.65,151.6,75,6.82,14.6,1.0,3.94,1.0,no
308,ME,41.0,area_code_415,no,yes,30.0,191.7,109.0,32.59,193.0,86.0,16.41,149.4,93,6.72,11.1,4.0,3.0,1.0,no
309,TX,79.0,area_code_415,no,no,0.0,2113.8,90.0,24.48,1067.8,91.0,11.54,212.4,129,9.56,13.0,4.0,3.51,1.0,no
310,IL,142.0,area_code_415,no,yes,38.0,2126.4,104.0,27.76,1068.0,114.0,11.56,249.1,127,11.21,4.3,6.0,1.16,0.0,no
311,NJ,125.0,area_code_415,no,no,0.0,2061.6,64.0,30.99,1071.8,121.0,11.88,171.6,96,7.72,11.6,7.0,3.13,2.0,no
312,IN,68.0,area_code_510,no,no,0.0,2015.0,127.0,42.48,1186.5,118.0,21.63,273.2,98,12.29,8.9,6.0,2.4,2.0,yes
313,IN,96.0,area_code_415,no,yes,23.0,183.1,88.0,31.13,147.4,89.0,12.53,350.2,108,15.76,11.3,7.0,3.05,1.0,no
314,WA,29.0,area_code_415,no,no,-3.0,157.4,122.0,26.76,145.0,75.0,12.33,281.8,92,12.68,9.3,2.0,2.51,1.0,no
315,CT,163.0,area_code_408,no,yes,40.0,231.9,56.0,39.42,211.8,91.0,18.0,268.5,74,12.08,12.3,3.0,3.32,2.0,no
316,KY,109.0,area_code_415,no,no,0.0,2136.4,80.0,29.85,1170.0,94.0,20.23,198.4,103,8.93,10.2,6.0,2.75,1.0,no
317,FL,92.0,area_code_415,no,no,0.0,201.9,74.0,34.32,226.8,119.0,19.28,217.5,80,9.79,13.7,6.0,3.7,3.0,no
318,HI,157.0,area_code_415,no,no,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79,6.82,2.2,4.0,0.59,3.0,no
319,NC,,area_code_510,yes,no,0.0,209.1,141.0,35.55,205.0,93.0,17.43,119.4,111,5.37,7.8,3.0,2.11,2.0,no
320,ND,190.0,area_code_415,no,no,0.0,169.4,102.0,28.8,253.5,113.0,21.55,197.1,93,8.87,8.9,5.0,2.4,1.0,no
321,MD,136.0,area_code_415,no,no,0.0,252.4,74.0,42.91,167.9,81.0,14.27,248.3,110,11.17,10.7,3.0,2.89,2.0,no
322,KS,159.0,area_code_415,no,yes,19.0,184.1,78.0,31.3,194.5,71.0,16.53,225.6,101,10.15,16.9,3.0,4.56,0.0,no
323,LA,,area_code_408,no,no,,,,,,,,,80,,,,,,no
324,MT,66.0,area_code_510,no,no,0.0,2038.9,95.0,34.22,1084.8,66.0,12.99,233.2,101,10.49,7.5,4.0,2.03,1.0,no
325,AL,41.0,area_code_510,no,yes,-8.0,194.4,63.0,33.05,254.9,110.0,21.67,160.2,115,7.21,17.2,9.0,4.64,2.0,no
326,OR,89.0,area_code_415,no,no,0.0,111.2,101.0,18.9,122.1,94.0,10.38,180.8,85,8.14,12.6,2.0,3.4,3.0,no
327,NY,122.0,area_code_510,no,no,0.0,145.6,102.0,24.75,284.7,111.0,24.2,228.2,91,10.27,12.2,5.0,3.29,0.0,no
328,IL,149.0,area_code_408,no,no,0.0,69.1,117.0,11.75,136.3,100.0,11.59,181.7,53,8.18,6.3,3.0,1.7,1.0,no
329,CO,55.0,area_code_408,no,yes,25.0,165.6,123.0,28.15,136.1,95.0,11.57,175.7,90,7.91,11.0,2.0,2.97,3.0,no
330,TX,123.0,area_code_408,no,no,0.0,257.9,92.0,43.84,211.6,71.0,17.99,189.3,104,8.52,9.4,2.0,2.54,2.0,no
331,IN,,area_code_415,no,no,0.0,189.3,157.0,32.18,174.9,70.0,14.87,221.9,117,9.99,11.2,5.0,3.02,3.0,no
332,SD,52.0,area_code_510,yes,no,0.0,251.4,118.0,42.74,196.6,80.0,16.71,192.0,53,8.64,11.0,2.0,2.97,0.0,yes
333,VT,93.0,area_code_510,no,yes,32.0,218.7,117.0,37.18,115.0,61.0,9.78,192.7,85,8.67,9.4,5.0,2.54,2.0,no
334,CT,99.0,area_code_415,no,no,0.0,146.7,64.0,24.94,,99.0,23.29,321.3,98,14.46,8.9,1.0,2.4,3.0,no
335,OH,133.0,area_code_408,yes,no,0.0,254.7,103.0,43.3,252.2,80.0,21.44,178.1,103,8.01,8.0,3.0,2.16,0.0,yes
336,UT,,area_code_415,no,no,0.0,139.6,96.0,23.73,124.2,93.0,10.56,95.6,75,4.3,15.0,4.0,4.05,2.0,no
337,MI,76.0,area_code_510,no,no,0.0,90.5,142.0,15.39,211.7,75.0,17.99,194.9,76,8.77,9.3,2.0,2.51,1.0,no
338,MD,121.0,area_code_510,no,no,0.0,190.7,103.0,32.42,183.5,117.0,15.6,220.8,103,9.94,9.8,4.0,2.65,3.0,no
339,ME,175.0,area_code_415,no,no,0.0,132.0,95.0,22.44,231.2,74.0,19.65,313.4,108,14.1,8.7,10.0,2.35,1.0,no
340,MT,54.0,area_code_415,no,no,0.0,272.6,83.0,46.34,248.7,74.0,21.14,197.4,111,8.88,9.5,2.0,2.57,1.0,yes
341,ME,,area_code_408,no,no,,,,,,,,,102,,,,,,no
342,IL,85.0,area_code_415,no,yes,29.0,144.6,97.0,24.58,140.0,102.0,11.9,165.4,148,7.44,10.9,3.0,2.94,1.0,no
343,CO,86.0,area_code_408,no,no,0.0,171.8,106.0,29.21,,44.0,25.64,139.4,108,6.27,9.7,5.0,2.62,1.0,no
344,NV,136.0,area_code_415,no,yes,21.0,179.4,88.0,30.5,181.1,97.0,15.39,320.7,120,14.43,9.5,4.0,2.57,2.0,no
345,CT,64.0,area_code_415,yes,no,0.0,225.3,134.0,38.3,108.2,87.0,9.2,139.6,132,6.28,17.3,9.0,4.67,1.0,yes
346,OR,87.0,area_code_510,no,yes,22.0,2113.8,102.0,40.94,1007.9,106.0,6.45,224.6,115,10.11,7.1,3.0,1.92,2.0,no
347,PA,92.0,area_code_415,yes,no,0.0,255.8,125.0,43.49,142.7,111.0,12.13,181.2,101,8.15,11.7,3.0,3.16,0.0,no
348,WV,63.0,area_code_510,no,no,0.0,261.8,69.0,44.51,245.0,135.0,20.83,202.1,94,9.09,14.7,4.0,3.97,0.0,yes
349,NC,,area_code_415,no,no,0.0,279.5,118.0,47.52,203.2,113.0,17.27,174.2,101,7.84,10.7,4.0,2.89,2.0,yes
350,VA,80.0,area_code_415,no,no,0.0,197.5,114.0,33.58,206.9,119.0,17.59,163.6,109,7.36,11.3,4.0,3.05,1.0,no
351,AR,107.0,area_code_415,yes,no,-10.0,133.3,106.0,22.66,182.9,89.0,15.55,241.1,123,10.85,12.9,2.0,3.48,3.0,yes
352,CO,81.0,area_code_408,no,no,0.0,115.3,99.0,19.6,224.7,117.0,19.1,152.5,98,6.86,18.0,2.0,4.86,1.0,no
353,NE,37.0,area_code_408,yes,yes,39.0,149.7,122.0,25.45,211.1,75.0,17.94,114.3,90,5.14,9.2,4.0,2.48,1.0,no
354,WV,,area_code_510,no,no,,,,,,,,,98,,,,,,no
355,UT,195.0,area_code_415,no,no,0.0,2022.6,108.0,10.74,1152.2,88.0,18.72,184.0,99,8.28,5.1,3.0,1.38,0.0,no
356,DE,53.0,area_code_415,no,yes,32.0,131.2,63.0,22.3,227.4,125.0,19.33,178.9,105,8.05,12.8,2.0,3.46,2.0,no
357,NH,37.0,area_code_415,no,no,0.0,206.0,89.0,35.02,186.0,88.0,15.81,307.1,86,13.82,8.4,11.0,2.27,0.0,no
358,FL,,area_code_510,no,no,0.0,159.6,94.0,27.13,276.8,118.0,23.53,223.5,65,10.06,8.8,3.0,2.38,0.0,no
359,ME,57.0,area_code_415,no,no,0.0,221.1,101.0,37.59,236.7,65.0,20.12,252.3,137,11.35,9.5,1.0,2.57,0.0,no
360,IL,83.0,area_code_415,no,no,-5.0,195.0,92.0,33.15,210.5,83.0,17.89,180.6,92,8.13,11.0,13.0,2.97,0.0,no
361,KS,128.0,area_code_415,no,no,0.0,103.3,122.0,17.56,245.9,123.0,20.9,161.1,95,7.25,6.4,7.0,1.73,0.0,no
362,AL,49.0,area_code_415,no,yes,28.0,214.4,78.0,36.45,235.2,100.0,19.99,206.2,107,9.28,8.0,13.0,2.16,3.0,no
363,ID,134.0,area_code_415,no,no,0.0,204.7,108.0,34.8,143.1,105.0,12.16,165.8,84,7.46,11.0,4.0,2.97,6.0,no
364,CA,96.0,area_code_510,no,yes,31.0,183.4,126.0,31.18,195.5,106.0,16.62,180.1,93,8.1,10.5,5.0,2.84,1.0,no
365,ID,,area_code_415,no,no,0.0,194.2,98.0,33.01,193.8,95.0,16.47,192.0,123,8.64,9.3,7.0,2.51,3.0,no
366,NY,86.0,area_code_510,no,no,0.0,2114.9,125.0,12.02,1143.0,113.0,17.94,174.6,107,7.86,0.0,0.0,0.0,2.0,no
367,DE,115.0,area_code_408,no,no,0.0,127.7,67.0,21.71,182.9,90.0,15.55,172.9,92,7.78,10.6,7.0,2.86,1.0,no
368,TN,,area_code_408,no,no,0.0,101.4,145.0,17.24,249.1,116.0,21.17,157.6,107,7.09,7.1,6.0,1.92,1.0,no
369,GA,64.0,area_code_510,no,no,0.0,216.9,78.0,36.87,211.0,115.0,17.94,179.8,116,8.09,11.4,5.0,3.08,3.0,no
370,OH,146.0,area_code_415,no,no,0.0,169.5,93.0,28.82,230.9,71.0,19.63,269.8,115,12.14,9.0,7.0,2.43,2.0,no
371,DC,139.0,area_code_510,no,no,0.0,203.2,81.0,34.54,,99.0,12.96,197.8,76,8.9,9.7,3.0,2.62,2.0,no
372,OH,135.0,area_code_415,no,no,0.0,2048.5,107.0,29.48,1154.0,84.0,18.87,64.2,94,2.89,13.7,6.0,3.7,1.0,no
373,DC,66.0,area_code_415,no,no,0.0,146.4,107.0,24.89,196.5,99.0,16.7,230.1,106,10.35,7.8,2.0,2.11,1.0,no
374,OH,56.0,area_code_408,no,no,0.0,91.1,90.0,15.49,179.3,115.0,15.24,300.7,89,13.53,11.9,8.0,3.21,2.0,no
